板块代码,板块名称,主力净流入
BK0447,互联网服务,6758879744.0
BK0737,软件开发,4200545280.0
BK1019,化学原料,678525504.0
BK0732,贵金属,238014160.0
BK0539,综合行业,233943184.0
BK0470,造纸印刷,147989760.0
BK0485,旅游酒店,145341760.0
BK0734,珠宝首饰,130694928.0
BK1017,采掘行业,117011408.0
BK0476,装修建材,105125344.0
