板块代码,板块名称,主力净流入
BK1037,消费电子,3860147712.0
BK0459,电子元件,2650107136.0
BK1034,电源设备,2015466416.0
BK0448,通信设备,1783355392.0
BK1036,半导体,1589921280.0
BK0546,玻璃玻纤,1495910256.0
BK0480,航天航空,1457730304.0
BK1033,电池,1280145664.0
BK0545,通用设备,1181135360.0
BK1041,医疗器械,614212896.0
