板块代码,板块名称,主力净流入
BK0475,银行,1114050816.0
BK0464,石油行业,888459696.0
BK0738,多元金融,877163168.0
BK0471,化纤行业,650963456.0
BK1032,风电设备,607963584.0
BK0737,软件开发,498991360.0
BK0726,工程咨询服务,379549008.0
BK0739,工程机械,219076944.0
BK0459,电子元件,195192064.0
BK0424,水泥建材,99459392.0
