板块代码,板块名称,主力净流入
BK0486,文化传媒,5607944448.0
BK0447,互联网服务,4306383104.0
BK1027,小金属,3456120576.0
BK0737,软件开发,1865889792.0
BK1046,游戏,1324182096.0
BK0456,家电行业,1313409792.0
BK0478,有色金属,997206528.0
BK0482,商业百货,910472576.0
BK0736,通信服务,822831616.0
BK1034,电源设备,677628672.0
