板块代码,板块名称,主力净流入
BK1036,半导体,4924799488.0
BK1033,电池,3081724672.0
BK1039,电子化学品,2442771856.0
BK1020,非金属材料,1866650576.0
BK1037,消费电子,1837260288.0
BK0459,电子元件,1608075776.0
BK1015,能源金属,1581642752.0
BK0538,化学制品,1470891776.0
BK1027,小金属,1101701888.0
BK0485,旅游酒店,617229552.0
