板块代码,板块名称,主力净流入
BK0480,航天航空,2869718272.0
BK0481,汽车零部件,2793417728.0
BK0545,通用设备,2368139264.0
BK1030,电机,1031025344.0
BK0477,酿酒行业,914001392.0
BK1032,风电设备,736879472.0
BK1031,光伏设备,596852736.0
BK0733,包装材料,569058816.0
BK1038,光学光电子,344261376.0
BK0484,贸易行业,324181936.0
