板块代码,板块名称,主力净流入
BK0482,商业百货,3445292240.0
BK0740,教育,528670472.0
BK1029,汽车整车,426334032.0
BK0738,多元金融,332058752.0
BK0421,铁路公路,182320320.0
BK0436,纺织服装,170802336.0
BK1045,房地产服务,163553366.0
BK1035,美容护理,81764352.0
BK0438,食品饮料,80358928.0
BK0736,通信服务,30122544.0
